Airportname,Year,longitude,latitude,month,value
Yuzhno-(Khomutovo),2017,142.723677,46.886967,4,819.62
Yakutsk,2017,129.750225,62.08659399999999,4,783.5
Yamburg,2017,75.09778299999999,67.980026,4,0.06
Yaroslavl (Tunoshna),2017,40.170054,57.56231,4,813.44
Abakan,2016,91.39973499999999,53.751351,4,72.71
Anapa (Vitjazevo),2016,37.341511,45.003748,4,42.38
Arkhangelsk (Talagy),2016,40.714892,64.596138,4,225.9
Astrakhan (Narimanovo),2016,47.999896,46.287344,4,71.36
Novy Urengoy,2016,66.694583,63.697412,4,18.5
Blagoveshchensk,2016,127.40753600000001,50.42238,4,244.4
Bugulma,2016,52.79030600000001,54.634026,4,1.34
Vladivostok (Knevichi),2016,132.16510300000002,43.396702000000005,4,1839.61
Volgograd (Gumrak),2016,44.356743,48.792276,4,61.0
Vorkuta,2016,64.00447,67.49024399999999,4,62.82
Voronezh (Chertovitskoe),2016,39.225359000000005,51.812576,4,11.3
Ekaterinburg (Koltsovo),2016,60.802263,56.75025600000001,4,1493.36
Ivanovo (Yuzhny),2016,40.943709999999996,56.942303,4,63.12
Irkutsk,2016,104.355777,52.273103000000006,4,694.48
Kazan,2016,49.298590999999995,55.608089,4,149.26
Kemerovo,2016,86.118863,55.28199,4,417.88
Kogalym,2016,74.5295,62.195565,4,19.19
Komsomolsk-on-Amur,2016,136.929004,50.403351,4,234.3
Krasnodar (Paszkowski),2016,39.139669,45.033923,4,482.67
Krasnoyarsk (Emelyanovo),2016,92.486391,56.180578000000004,4,1229.52
red,2016,94.40495,51.676108,4,0.69
Zabaykalsk,2016,114.831553,60.722584999999995,4,59.76
Magadan (Falcon),2016,150.73116000000002,59.914272,4,608.0
Mineral water,2016,43.087648,44.217799,4,116.5
Peaceful,2016,114.02243100000001,62.531381999999994,4,1042.48
Moscow (Vnukovo),2016,37.295014,55.608562,4,2892.6
Moscow (Domodedovo),2016,37.767995,55.43716800000001,4,9364.91
Moscow (Sheremetyevo),2016,37.405974,55.962962,4,19383.1
Murmansk,2016,32.758163,68.784743,4,170.5
Nadym,2016,72.69258,65.479934,4,32.0
Nizhnevartovsk,2016,76.494691,60.951112,4,381.2
Nizhny Novgorod (Strigino),2016,43.791127,56.219628,4,103.88
Nikolaevsk-on-Amur,2016,140.663597,53.149961,4,5.79
Novokuznetsk,2016,86.864303,53.805377,4,78.8
Novosibirsk (Tolmachyovo),2016,82.667491,55.009425,4,1344.5
New Urengoy,2016,76.52242199999999,66.072965,4,392.4
Norilsk,2016,87.342342,69.325039,4,1496.42
Noyabrsk,2016,75.274455,63.181841000000006,4,49.59
Omsk (central),2016,73.007305,55.085528000000004,4,262.0
Orenburg (central),2016,55.457063,51.79139,4,79.8
Perm (Bolshoye Savino),2016,56.010461,57.91611999999999,4,145.95
Petropavlovsk (Yelizovo),2016,158.425285,53.169328,4,610.5
Polar,2016,112.038215,66.400137,4,88.0
Rostov-on-Don,2016,39.929081,47.488341999999996,4,452.02
Saint Petersburg (Pulkovo),2016,30.273027000000003,59.799769999999995,4,2086.0
Saratov (central),2016,106.644236,47.454355,4,27.8
Sochi,2016,39.941316,43.448370000000004,4,890.85
Stavropol (Shpakovskoye),2016,42.105169000000004,45.112737,4,63.0
Surgut,2016,73.40807,61.34020400000001,4,289.9
Syktyvkar,2016,50.851293,61.663805,4,82.92
Tiksi,2016,128.888094,71.698596,4,24.75
Tomsk (Bogashevo),2016,85.209517,56.388412,4,145.86
Tyumen (Roschino),2016,65.348628,57.181514,4,290.2
Ufa,2016,55.883529,54.566329,4,279.94
Khabarovsk (MVL),2016,135.171082,48.525706,4,4.11
Khabarovsk (New),2016,135.171082,48.525706,4,1940.49
Khanty-Mansiysk,2016,69.095798,61.026143999999995,4,55.2
Khatanga,2016,102.473016,71.978434,4,233.12
Chelyabinsk (Balandino),2016,61.50928199999999,55.298164,4,210.14
Reads (tub),2016,113.30649199999999,52.020464000000004,4,248.29
Yuzhno-(Khomutovo),2016,142.723677,46.886967,4,700.44
Yakutsk,2016,129.750225,62.08659399999999,4,711.0
Yamburg,2016,75.09778299999999,67.980026,4,0.07
Yaroslavl (Tunoshna),2016,40.170054,57.56231,4,216.73
Abakan,2015,91.39973499999999,53.751351,4,82.12
Anapa (Vitjazevo),2015,37.341511,45.003748,4,37.63
Arkhangelsk (Talagy),2015,40.714892,64.596138,4,226.2
Astrakhan (Narimanovo),2015,47.999896,46.287344,4,81.49
Novy Urengoy,2015,66.694583,63.697412,4,27.7
Blagoveshchensk,2015,127.40753600000001,50.42238,4,239.1
Bugulma,2015,52.79030600000001,54.634026,4,0.28
Vladivostok (Knevichi),2015,132.16510300000002,43.396702000000005,4,2182.9
Volgograd (Gumrak),2015,44.356743,48.792276,4,71.0
Vorkuta,2015,64.00447,67.49024399999999,4,34.75
Voronezh (Chertovitskoe),2015,39.225359000000005,51.812576,4,5.95
Ekaterinburg (Koltsovo),2015,60.802263,56.75025600000001,4,1428.15
Ivanovo (Yuzhny),2015,40.943709999999996,56.942303,4,146.5
Irkutsk,2015,104.355777,52.273103000000006,4,684.11
Kazan,2015,49.298590999999995,55.608089,4,207.62
Kemerovo,2015,86.118863,55.28199,4,603.49
Kogalym,2015,74.5295,62.195565,4,30.3
Komsomolsk-on-Amur,2015,136.929004,50.403351,4,258.4
Krasnodar (Paszkowski),2015,39.139669,45.033923,4,462.3
Krasnoyarsk (Emelyanovo),2015,92.486391,56.180578000000004,4,1142.61
red,2015,94.40495,51.676108,4,1.62
Zabaykalsk,2015,114.831553,60.722584999999995,4,87.72
Magadan (Falcon),2015,150.73116000000002,59.914272,4,629.0
Mineral water,2015,43.087648,44.217799,4,117.2
Peaceful,2015,114.02243100000001,62.531381999999994,4,1071.22
Moscow (Vnukovo),2015,37.295014,55.608562,4,3130.53
Moscow (Domodedovo),2015,37.767995,55.43716800000001,4,10888.25
Moscow (Sheremetyevo),2015,37.405974,55.962962,4,15826.4
Murmansk,2015,32.758163,68.784743,4,147.2
Nadym,2015,72.69258,65.479934,4,35.81
Nizhnevartovsk,2015,76.494691,60.951112,4,293.2
Nizhny Novgorod (Strigino),2015,43.791127,56.219628,4,85.96
Nikolaevsk-on-Amur,2015,140.663597,53.149961,4,6.93
Novokuznetsk,2015,86.864303,53.805377,4,82.0
Novosibirsk (Tolmachyovo),2015,82.667491,55.009425,4,1720.7
New Urengoy,2015,76.52242199999999,66.072965,4,358.0
Norilsk,2015,87.342342,69.325039,4,1288.14
Noyabrsk,2015,75.274455,63.181841000000006,4,50.32
Omsk (central),2015,73.007305,55.085528000000004,4,255.0
Orenburg (central),2015,55.457063,51.79139,4,81.06
Perm (Bolshoye Savino),2015,56.010461,57.91611999999999,4,180.2
Petropavlovsk (Yelizovo),2015,158.425285,53.169328,4,606.97
Polar,2015,112.038215,66.400137,4,84.83
Rostov-on-Don,2015,39.929081,47.488341999999996,4,394.0
Saint Petersburg (Pulkovo),2015,30.273027000000003,59.799769999999995,4,1980.0
Saratov (central),2015,106.644236,47.454355,4,44.1
Sochi,2015,39.941316,43.448370000000004,4,144.55
Stavropol (Shpakovskoye),2015,42.105169000000004,45.112737,4,70.0
Surgut,2015,73.40807,61.34020400000001,4,335.5
Syktyvkar,2015,50.851293,61.663805,4,62.99
Tiksi,2015,128.888094,71.698596,4,24.0
Tomsk (Bogashevo),2015,85.209517,56.388412,4,141.06
Tyumen (Roschino),2015,65.348628,57.181514,4,327.4
Ufa,2015,55.883529,54.566329,4,312.44
Khabarovsk (MVL),2015,135.171082,48.525706,4,0.84
Khabarovsk (New),2015,135.171082,48.525706,4,2167.5
Khanty-Mansiysk,2015,69.095798,61.026143999999995,4,54.28
Khatanga,2015,102.473016,71.978434,4,225.49
Chelyabinsk (Balandino),2015,61.50928199999999,55.298164,4,196.22
Reads (tub),2015,113.30649199999999,52.020464000000004,4,252.2
Yuzhno-(Khomutovo),2015,142.723677,46.886967,4,713.2
Yakutsk,2015,129.750225,62.08659399999999,4,768.29
Yamburg,2015,75.09778299999999,67.980026,4,0.22
Yaroslavl (Tunoshna),2015,40.170054,57.56231,4,690.41
Abakan,2014,91.39973499999999,53.751351,4,69.71
Anapa (Vitjazevo),2014,37.341511,45.003748,4,42.43
Arkhangelsk (Talagy),2014,40.714892,64.596138,4,206.4
Astrakhan (Narimanovo),2014,47.999896,46.287344,4,79.3
Novy Urengoy,2014,66.694583,63.697412,4,21.0
Blagoveshchensk,2014,127.40753600000001,50.42238,4,213.83
Bugulma,2014,52.79030600000001,54.634026,4,2.45
Vladivostok (Knevichi),2014,132.16510300000002,43.396702000000005,4,2411.9
Volgograd (Gumrak),2014,44.356743,48.792276,4,73.0
Vorkuta,2014,64.00447,67.49024399999999,4,46.39
Voronezh (Chertovitskoe),2014,39.225359000000005,51.812576,4,5.79
Ekaterinburg (Koltsovo),2014,60.802263,56.75025600000001,4,1602.31
Ivanovo (Yuzhny),2014,40.943709999999996,56.942303,4,148.6
Irkutsk,2014,104.355777,52.273103000000006,4,874.88
Kazan,2014,49.298590999999995,55.608089,4,290.88
Kemerovo,2014,86.118863,55.28199,4,514.29
Kogalym,2014,74.5295,62.195565,4,1.7
Komsomolsk-on-Amur,2014,136.929004,50.403351,4,254.56
Krasnodar (Paszkowski),2014,39.139669,45.033923,4,612.9
Krasnoyarsk (Emelyanovo),2014,92.486391,56.180578000000004,4,1571.52
red,2014,94.40495,51.676108,4,2.5
Zabaykalsk,2014,114.831553,60.722584999999995,4,88.69
Magadan (Falcon),2014,150.73116000000002,59.914272,4,697.0
Mineral water,2014,43.087648,44.217799,4,108.5
Peaceful,2014,114.02243100000001,62.531381999999994,4,1253.75
Moscow (Vnukovo),2014,37.295014,55.608562,4,2519.93
Moscow (Domodedovo),2014,37.767995,55.43716800000001,4,14121.12
Moscow (Sheremetyevo),2014,37.405974,55.962962,4,16924.1
Murmansk,2014,32.758163,68.784743,4,162.5
Nadym,2014,72.69258,65.479934,4,46.93
Nizhnevartovsk,2014,76.494691,60.951112,4,547.6
Nizhny Novgorod (Strigino),2014,43.791127,56.219628,4,82.4
Nikolaevsk-on-Amur,2014,140.663597,53.149961,4,10.58
Novokuznetsk,2014,86.864303,53.805377,4,92.0
Novosibirsk (Tolmachyovo),2014,82.667491,55.009425,4,2175.0
New Urengoy,2014,76.52242199999999,66.072965,4,213.1
Norilsk,2014,87.342342,69.325039,4,1497.2
Noyabrsk,2014,75.274455,63.181841000000006,4,69.53
Omsk (central),2014,73.007305,55.085528000000004,4,254.0
Orenburg (central),2014,55.457063,51.79139,4,92.82
Perm (Bolshoye Savino),2014,56.010461,57.91611999999999,4,212.33
Petropavlovsk (Yelizovo),2014,158.425285,53.169328,4,590.16
Polar,2014,112.038215,66.400137,4,32.67
Rostov-on-Don,2014,39.929081,47.488341999999996,4,460.6
Saint Petersburg (Pulkovo),2014,30.273027000000003,59.799769999999995,4,2191.0
Saratov (central),2014,106.644236,47.454355,4,52.9
Sochi,2014,39.941316,43.448370000000004,4,155.79
Stavropol (Shpakovskoye),2014,42.105169000000004,45.112737,4,76.0
Surgut,2014,73.40807,61.34020400000001,4,412.1
Syktyvkar,2014,50.851293,61.663805,4,70.72
Tiksi,2014,128.888094,71.698596,4,31.4
Tomsk (Bogashevo),2014,85.209517,56.388412,4,159.0
Tyumen (Roschino),2014,65.348628,57.181514,4,415.8
Ufa,2014,55.883529,54.566329,4,325.4
Khabarovsk (MVL),2014,135.171082,48.525706,4,3.26
Khabarovsk (New),2014,135.171082,48.525706,4,2592.18
Khanty-Mansiysk,2014,69.095798,61.026143999999995,4,63.14
Khatanga,2014,102.473016,71.978434,4,205.82
Chelyabinsk (Balandino),2014,61.50928199999999,55.298164,4,405.28
Reads (tub),2014,113.30649199999999,52.020464000000004,4,205.25
Yuzhno-(Khomutovo),2014,142.723677,46.886967,4,710.4
Yakutsk,2014,129.750225,62.08659399999999,4,974.6
Yamburg,2014,75.09778299999999,67.980026,4,1.52
Yaroslavl (Tunoshna),2014,40.170054,57.56231,4,625.13
Abakan,2013,91.39973499999999,53.751351,4,77.41
Anapa (Vitjazevo),2013,37.341511,45.003748,4,40.17
Arkhangelsk (Talagy),2013,40.714892,64.596138,4,215.2
Astrakhan (Narimanovo),2013,47.999896,46.287344,4,84.4
Novy Urengoy,2013,66.694583,63.697412,4,38.7
Blagoveshchensk,2013,127.40753600000001,50.42238,4,196.5
Bugulma,2013,52.79030600000001,54.634026,4,3.69
Vladivostok (Knevichi),2013,132.16510300000002,43.396702000000005,4,2869.7
Volgograd (Gumrak),2013,44.356743,48.792276,4,65.0
Vorkuta,2013,64.00447,67.49024399999999,4,78.14
Voronezh (Chertovitskoe),2013,39.225359000000005,51.812576,4,6.15
Ekaterinburg (Koltsovo),2013,60.802263,56.75025600000001,4,2026.23
Ivanovo (Yuzhny),2013,40.943709999999996,56.942303,4,147.92
Irkutsk,2013,104.355777,52.273103000000006,4,899.78
Kazan,2013,49.298590999999995,55.608089,4,429.53
Kemerovo,2013,86.118863,55.28199,4,576.17
Kogalym,2013,74.5295,62.195565,4,48.6
Komsomolsk-on-Amur,2013,136.929004,50.403351,4,496.16
Krasnodar (Paszkowski),2013,39.139669,45.033923,4,568.04
Krasnoyarsk (Emelyanovo),2013,92.486391,56.180578000000004,4,1070.77
red,2013,94.40495,51.676108,4,5.38
Zabaykalsk,2013,114.831553,60.722584999999995,4,46.21
Magadan (Falcon),2013,150.73116000000002,59.914272,4,821.0
Mineral water,2013,43.087648,44.217799,4,167.0
Peaceful,2013,114.02243100000001,62.531381999999994,4,1119.95
Moscow (Vnukovo),2013,37.295014,55.608562,4,3071.97
Moscow (Domodedovo),2013,37.767995,55.43716800000001,4,13922.46
Moscow (Sheremetyevo),2013,37.405974,55.962962,4,18592.5
Murmansk,2013,32.758163,68.784743,4,162.7
Nadym,2013,72.69258,65.479934,4,45.81
Nizhnevartovsk,2013,76.494691,60.951112,4,534.4
Nizhny Novgorod (Strigino),2013,43.791127,56.219628,4,83.98
Nikolaevsk-on-Amur,2013,140.663597,53.149961,4,8.7
Novokuznetsk,2013,86.864303,53.805377,4,91.0
Novosibirsk (Tolmachyovo),2013,82.667491,55.009425,4,2372.0
New Urengoy,2013,76.52242199999999,66.072965,4,270.8
Norilsk,2013,87.342342,69.325039,4,1588.43
Noyabrsk,2013,75.274455,63.181841000000006,4,65.91
Omsk (central),2013,73.007305,55.085528000000004,4,256.0
Orenburg (central),2013,55.457063,51.79139,4,88.9
Perm (Bolshoye Savino),2013,56.010461,57.91611999999999,4,262.82
Petropavlovsk (Yelizovo),2013,158.425285,53.169328,4,648.38
Polar,2013,112.038215,66.400137,4,109.77
Rostov-on-Don,2013,39.929081,47.488341999999996,4,539.0
Saint Petersburg (Pulkovo),2013,30.273027000000003,59.799769999999995,4,2178.0
Saratov (central),2013,106.644236,47.454355,4,50.6
Sochi,2013,39.941316,43.448370000000004,4,426.0
Stavropol (Shpakovskoye),2013,42.105169000000004,45.112737,4,85.0
Surgut,2013,73.40807,61.34020400000001,4,402.2
Syktyvkar,2013,50.851293,61.663805,4,78.74
Tiksi,2013,128.888094,71.698596,4,4.6
Tomsk (Bogashevo),2013,85.209517,56.388412,4,150.0
Tyumen (Roschino),2013,65.348628,57.181514,4,442.7
Ufa,2013,55.883529,54.566329,4,299.53
Khabarovsk (MVL),2013,135.171082,48.525706,4,5.08
Khabarovsk (New),2013,135.171082,48.525706,4,2730.41
Khanty-Mansiysk,2013,69.095798,61.026143999999995,4,76.89
Khatanga,2013,102.473016,71.978434,4,269.36
Chelyabinsk (Balandino),2013,61.50928199999999,55.298164,4,244.9
Reads (tub),2013,113.30649199999999,52.020464000000004,4,159.36
Yuzhno-(Khomutovo),2013,142.723677,46.886967,4,819.7
Yakutsk,2013,129.750225,62.08659399999999,4,880.17
Yamburg,2013,75.09778299999999,67.980026,4,2.19
Yaroslavl (Tunoshna),2013,40.170054,57.56231,4,593.6
Abakan,2012,91.39973499999999,53.751351,4,55.53
Anapa (Vitjazevo),2012,37.341511,45.003748,4,38.41
Arkhangelsk (Talagy),2012,40.714892,64.596138,4,221.6
Astrakhan (Narimanovo),2012,47.999896,46.287344,4,65.17
Novy Urengoy,2012,66.694583,63.697412,4,44.9
Blagoveshchensk,2012,127.40753600000001,50.42238,4,151.8
Bugulma,2012,52.79030600000001,54.634026,4,3.6
Vladivostok (Knevichi),2012,132.16510300000002,43.396702000000005,4,2612.5
Volgograd (Gumrak),2012,44.356743,48.792276,4,61.0
Vorkuta,2012,64.00447,67.49024399999999,4,374.35
Voronezh (Chertovitskoe),2012,39.225359000000005,51.812576,4,20.8
Ekaterinburg (Koltsovo),2012,60.802263,56.75025600000001,4,2032.28
Ivanovo (Yuzhny),2012,40.943709999999996,56.942303,4,0.0
Irkutsk,2012,104.355777,52.273103000000006,4,1034.94
Kazan,2012,49.298590999999995,55.608089,4,471.53
Kemerovo,2012,86.118863,55.28199,4,619.35
Kogalym,2012,74.5295,62.195565,4,109.9
Komsomolsk-on-Amur,2012,136.929004,50.403351,4,104.75
Krasnodar (Paszkowski),2012,39.139669,45.033923,4,629.48
Krasnoyarsk (Emelyanovo),2012,92.486391,56.180578000000004,4,1376.26
red,2012,94.40495,51.676108,4,5.13
Zabaykalsk,2012,114.831553,60.722584999999995,4,66.69
Magadan (Falcon),2012,150.73116000000002,59.914272,4,588.0
Mineral water,2012,43.087648,44.217799,4,153.0
Peaceful,2012,114.02243100000001,62.531381999999994,4,1297.64
Moscow (Vnukovo),2012,37.295014,55.608562,4,3093.11
Moscow (Domodedovo),2012,37.767995,55.43716800000001,4,14119.27
Moscow (Sheremetyevo),2012,37.405974,55.962962,4,25820.2
Murmansk,2012,32.758163,68.784743,4,118.2
Nadym,2012,72.69258,65.479934,4,54.11
Nizhnevartovsk,2012,76.494691,60.951112,4,685.5
Nizhny Novgorod (Strigino),2012,43.791127,56.219628,4,63.78
Nikolaevsk-on-Amur,2012,140.663597,53.149961,4,15.78
Novokuznetsk,2012,86.864303,53.805377,4,119.0
Novosibirsk (Tolmachyovo),2012,82.667491,55.009425,4,2159.4
New Urengoy,2012,76.52242199999999,66.072965,4,270.4
Norilsk,2012,87.342342,69.325039,4,1965.45
Noyabrsk,2012,75.274455,63.181841000000006,4,58.3
Omsk (central),2012,73.007305,55.085528000000004,4,264.0
Orenburg (central),2012,55.457063,51.79139,4,77.98
Perm (Bolshoye Savino),2012,56.010461,57.91611999999999,4,210.47
Petropavlovsk (Yelizovo),2012,158.425285,53.169328,4,762.08
Polar,2012,112.038215,66.400137,4,36.27
Rostov-on-Don,2012,39.929081,47.488341999999996,4,458.6
Saint Petersburg (Pulkovo),2012,30.273027000000003,59.799769999999995,4,1987.0
Saratov (central),2012,106.644236,47.454355,4,44.2
Sochi,2012,39.941316,43.448370000000004,4,173.0
Stavropol (Shpakovskoye),2012,42.105169000000004,45.112737,4,78.0
Surgut,2012,73.40807,61.34020400000001,4,363.3
Syktyvkar,2012,50.851293,61.663805,4,61.84
Tiksi,2012,128.888094,71.698596,4,65.8
Tomsk (Bogashevo),2012,85.209517,56.388412,4,149.0
Tyumen (Roschino),2012,65.348628,57.181514,4,535.9
Ufa,2012,55.883529,54.566329,4,286.97
Khabarovsk (MVL),2012,135.171082,48.525706,4,19.05
Khabarovsk (New),2012,135.171082,48.525706,4,2026.17
Khanty-Mansiysk,2012,69.095798,61.026143999999995,4,71.37
Khatanga,2012,102.473016,71.978434,4,161.85
Chelyabinsk (Balandino),2012,61.50928199999999,55.298164,4,240.83
Reads (tub),2012,113.30649199999999,52.020464000000004,4,164.91
Yuzhno-(Khomutovo),2012,142.723677,46.886967,4,976.8
Yakutsk,2012,129.750225,62.08659399999999,4,901.31
Yamburg,2012,75.09778299999999,67.980026,4,2.51
Yaroslavl (Tunoshna),2012,40.170054,57.56231,4,1596.2
Abakan,2011,91.39973499999999,53.751351,4,72.4
Anapa (Vitjazevo),2011,37.341511,45.003748,4,0.0
Arkhangelsk (Talagy),2011,40.714892,64.596138,4,238.8
Astrakhan (Narimanovo),2011,47.999896,46.287344,4,55.43
Novy Urengoy,2011,66.694583,63.697412,4,50.7
Blagoveshchensk,2011,127.40753600000001,50.42238,4,120.3
Bugulma,2011,52.79030600000001,54.634026,4,3.42
Vladivostok (Knevichi),2011,132.16510300000002,43.396702000000005,4,2099.0
Volgograd (Gumrak),2011,44.356743,48.792276,4,67.0
Vorkuta,2011,64.00447,67.49024399999999,4,68.99
Voronezh (Chertovitskoe),2011,39.225359000000005,51.812576,4,14.24
Ekaterinburg (Koltsovo),2011,60.802263,56.75025600000001,4,1935.51
Ivanovo (Yuzhny),2011,40.943709999999996,56.942303,4,148.68
Irkutsk,2011,104.355777,52.273103000000006,4,961.81
Kazan,2011,49.298590999999995,55.608089,4,412.27
Kemerovo,2011,86.118863,55.28199,4,528.23
Kogalym,2011,74.5295,62.195565,4,189.8
Komsomolsk-on-Amur,2011,136.929004,50.403351,4,162.84
Krasnodar (Paszkowski),2011,39.139669,45.033923,4,658.33
Krasnoyarsk (Emelyanovo),2011,92.486391,56.180578000000004,4,1153.64
red,2011,94.40495,51.676108,4,1.83
Zabaykalsk,2011,114.831553,60.722584999999995,4,37.3
Magadan (Falcon),2011,150.73116000000002,59.914272,4,438.0
Mineral water,2011,43.087648,44.217799,4,158.0
Peaceful,2011,114.02243100000001,62.531381999999994,4,1302.3
Moscow (Vnukovo),2011,37.295014,55.608562,4,2647.0
Moscow (Domodedovo),2011,37.767995,55.43716800000001,4,13999.56
Moscow (Sheremetyevo),2011,37.405974,55.962962,4,20935.6
Murmansk,2011,32.758163,68.784743,4,163.4
Nadym,2011,72.69258,65.479934,4,63.82
Nizhnevartovsk,2011,76.494691,60.951112,4,468.4
Nizhny Novgorod (Strigino),2011,43.791127,56.219628,4,58.47
Nikolaevsk-on-Amur,2011,140.663597,53.149961,4,20.77
Novokuznetsk,2011,86.864303,53.805377,4,116.0
Novosibirsk (Tolmachyovo),2011,82.667491,55.009425,4,1563.4
New Urengoy,2011,76.52242199999999,66.072965,4,200.1
Norilsk,2011,87.342342,69.325039,4,1881.42
Noyabrsk,2011,75.274455,63.181841000000006,4,57.9
Omsk (central),2011,73.007305,55.085528000000004,4,259.0
Orenburg (central),2011,55.457063,51.79139,4,67.87
Perm (Bolshoye Savino),2011,56.010461,57.91611999999999,4,233.63
Petropavlovsk (Yelizovo),2011,158.425285,53.169328,4,613.6
Polar,2011,112.038215,66.400137,4,158.0
Rostov-on-Don,2011,39.929081,47.488341999999996,4,330.9
Saint Petersburg (Pulkovo),2011,30.273027000000003,59.799769999999995,4,2396.0
Saratov (central),2011,106.644236,47.454355,4,56.2
Sochi,2011,39.941316,43.448370000000004,4,208.0
Stavropol (Shpakovskoye),2011,42.105169000000004,45.112737,4,65.0
Surgut,2011,73.40807,61.34020400000001,4,347.9
Syktyvkar,2011,50.851293,61.663805,4,60.16
Tiksi,2011,128.888094,71.698596,4,39.5
Tomsk (Bogashevo),2011,85.209517,56.388412,4,132.0
Tyumen (Roschino),2011,65.348628,57.181514,4,423.5
Ufa,2011,55.883529,54.566329,4,256.49
Khabarovsk (MVL),2011,135.171082,48.525706,4,8.58
Khabarovsk (New),2011,135.171082,48.525706,4,2038.36
Khanty-Mansiysk,2011,69.095798,61.026143999999995,4,64.55
Khatanga,2011,102.473016,71.978434,4,169.57
Chelyabinsk (Balandino),2011,61.50928199999999,55.298164,4,228.03
Reads (tub),2011,113.30649199999999,52.020464000000004,4,121.88
Yuzhno-(Khomutovo),2011,142.723677,46.886967,4,1043.5
Yakutsk,2011,129.750225,62.08659399999999,4,1039.31
Yamburg,2011,75.09778299999999,67.980026,4,5.2
Yaroslavl (Tunoshna),2011,40.170054,57.56231,4,1030.4
Abakan,2010,91.39973499999999,53.751351,4,108.7
Anapa (Vitjazevo),2010,37.341511,45.003748,4,25.25
Arkhangelsk (Talagy),2010,40.714892,64.596138,4,238.5
Astrakhan (Narimanovo),2010,47.999896,46.287344,4,71.97
Novy Urengoy,2010,66.694583,63.697412,4,47.7
Blagoveshchensk,2010,127.40753600000001,50.42238,4,94.2
Bugulma,2010,52.79030600000001,54.634026,4,2.05
Vladivostok (Knevichi),2010,132.16510300000002,43.396702000000005,4,2116.1
Volgograd (Gumrak),2010,44.356743,48.792276,4,50.0
Vorkuta,2010,64.00447,67.49024399999999,4,72.73
Voronezh (Chertovitskoe),2010,39.225359000000005,51.812576,4,10.59
Ekaterinburg (Koltsovo),2010,60.802263,56.75025600000001,4,2085.42
Ivanovo (Yuzhny),2010,40.943709999999996,56.942303,4,137.9
Irkutsk,2010,104.355777,52.273103000000006,4,852.61
Kazan,2010,49.298590999999995,55.608089,4,661.77
Kemerovo,2010,86.118863,55.28199,4,522.63
Kogalym,2010,74.5295,62.195565,4,201.4
Komsomolsk-on-Amur,2010,136.929004,50.403351,4,143.3
Krasnodar (Paszkowski),2010,39.139669,45.033923,4,583.0
Krasnoyarsk (Emelyanovo),2010,92.486391,56.180578000000004,4,652.12
red,2010,94.40495,51.676108,4,0.59
Zabaykalsk,2010,114.831553,60.722584999999995,4,56.6
Magadan (Falcon),2010,150.73116000000002,59.914272,4,390.0
Mineral water,2010,43.087648,44.217799,4,108.0
Peaceful,2010,114.02243100000001,62.531381999999994,4,1363.3
Moscow (Vnukovo),2010,37.295014,55.608562,4,3125.82
Moscow (Domodedovo),2010,37.767995,55.43716800000001,4,11103.62
Moscow (Sheremetyevo),2010,37.405974,55.962962,4,15065.7
Murmansk,2010,32.758163,68.784743,4,143.1
Nadym,2010,72.69258,65.479934,4,61.81
Nizhnevartovsk,2010,76.494691,60.951112,4,424.8
Nizhny Novgorod (Strigino),2010,43.791127,56.219628,4,65.4
Nikolaevsk-on-Amur,2010,140.663597,53.149961,4,107.01
Novokuznetsk,2010,86.864303,53.805377,4,85.0
Novosibirsk (Tolmachyovo),2010,82.667491,55.009425,4,1475.5
New Urengoy,2010,76.52242199999999,66.072965,4,148.2
Norilsk,2010,87.342342,69.325039,4,1709.51
Noyabrsk,2010,75.274455,63.181841000000006,4,65.5
Omsk (central),2010,73.007305,55.085528000000004,4,228.0
Orenburg (central),2010,55.457063,51.79139,4,71.8
Perm (Bolshoye Savino),2010,56.010461,57.91611999999999,4,178.56
Petropavlovsk (Yelizovo),2010,158.425285,53.169328,4,842.72
Polar,2010,112.038215,66.400137,4,119.7
Rostov-on-Don,2010,39.929081,47.488341999999996,4,351.1
Saint Petersburg (Pulkovo),2010,30.273027000000003,59.799769999999995,4,1551.0
Saratov (central),2010,106.644236,47.454355,4,42.8
Sochi,2010,39.941316,43.448370000000004,4,218.0
Stavropol (Shpakovskoye),2010,42.105169000000004,45.112737,4,72.0
Surgut,2010,73.40807,61.34020400000001,4,338.1
Syktyvkar,2010,50.851293,61.663805,4,52.8
Tiksi,2010,128.888094,71.698596,4,11.0
Tomsk (Bogashevo),2010,85.209517,56.388412,4,122.0
Tyumen (Roschino),2010,65.348628,57.181514,4,346.2
Ufa,2010,55.883529,54.566329,4,270.81
Khabarovsk (MVL),2010,135.171082,48.525706,4,10.1
Khabarovsk (New),2010,135.171082,48.525706,4,1846.59
Khanty-Mansiysk,2010,69.095798,61.026143999999995,4,53.38
Khatanga,2010,102.473016,71.978434,4,147.99
Chelyabinsk (Balandino),2010,61.50928199999999,55.298164,4,203.17
Reads (tub),2010,113.30649199999999,52.020464000000004,4,105.48
Yuzhno-(Khomutovo),2010,142.723677,46.886967,4,847.4
Yakutsk,2010,129.750225,62.08659399999999,4,1082.4
Yamburg,2010,75.09778299999999,67.980026,4,1.57
Yaroslavl (Tunoshna),2010,40.170054,57.56231,4,740.0
Abakan,2009,91.39973499999999,53.751351,4,47.0
Anapa (Vitjazevo),2009,37.341511,45.003748,4,21.37
